Comentarios,Clas
"El lugar es muy bonito, cómodo, y muy bien ubicado, está cerca de la embajada de Estados Unidos, Corferias, varios centros comerciales y el aeropuerto. Ofrecen una excelente atención. El desayuno es delicioso y tienen calentadores ambientales de gas para cuando hace mucho frío en la terraza donde se toma el desayuno.",Positivos
"Excelente la comodidad del hotel, la comida y la ubicación cerca del transporte público.
La atención de recepción fue excelente.
Altamente recomendable.",Positivos
La atención de la dueña y su esmero porque tuviesemos cómodos. Además prporcionó muy buena información sobre el entorno y cómo sacarle el mejor provecho.,Positivos
"La excelente ubicación , el orden ,la limpieza ,la atención del personal",Positivos
"La ubicación es excelente y facilita la movilización hacia cualquier parte de la ciudad, la atención es excelente y sus instalaciones siempre limpias y confortables.",Positivos
excelente desayuno y todo muy limpio y excelente servicio al cliente,Positivos
La ubicación es muy buena y las instalaciones son muy cómodas y muy lindas!,Positivos
La ubicación excelente . La amabilidad de Diego y Jhonatan única …! Son unos amores,Positivos
Habitaciones confortables y muy organizadas. Buena ubicación del hotel,Positivos
La disposición de servicio del personal y la tranquilidad en el hotel,Positivos
"Excelente ubicación, espacios cómodos y acogedores, el humanismo del personal",Positivos
"El anfitrión excelente atención y acogida.
El apartaestudio limpio y la cama super comoda",Positivos
"En general excelente precio-calidad, muy buena ubicación en Usaquén, zona Gourmet, la habitación gigante, parecía un apartaestudio con todas sus comodidades, tiene hasta parqueadero, lo recomiendo",Positivos
"Me gustaron mucho la habitación, la limpieza, el personal y el desayuno estuvieron muy buenos.",Positivos
"Buen desayuno. Falta tener fruta cada dia.
Aumentar la porción del chocolate.
Buena ubicación de conexión con vías importantes y sitio tranquilo.",Positivos
"La limpieza de la habitación y el baño, la amplitud y comodidad de la cama, cobijas adecuadas, temperatura de ducha adecuada, el SILENCIO y TRANQUILIDAD, ubicación central (cerca de la BLAA y el complejo de museos), disponibilidad (con utensilios diversos) y limpieza de cocina y lavadero. La casa es muy hermosa y acogedora. El antejardín con plantas y aves es encantador. La posibilidad de estar en pleno centro y a la vez sentirse en el bosque es una sensación inigualable. La gata de la casa que es muy tranquila. Disfruté mucho la estancia y volvería a esta casa. La extrañé tan pronto retorné del viaje. También me gustó la ágil respuesta de Fernanda durante el proceso de reserva. Por calidad arquitectónica y espacial, así como por su personal es un lugar 10/10.",Positivos
"la atención por teléfono 
la atención del recepcionista 
la ubicación",Positivos
"Me gusto mucho la ubicación del hotel, espacio de la habitación, servicio y limpieza del hotel.",Positivos
"Excelente atención amabilidad de todos desde la recepción, las señoras del servicio, todos muy dispuestos. El desayuno excelente variedad y buena cantidad. La habitación cómoda.",Positivos
"La atención de la persona en recepción fue excelente, es muy amable.",Positivos
La atención del personal. Las habitaciones super cómodas. Las instalaciones muy bonitas y modernas. El desayuno muy rico.,Positivos
"Todas las instalaciones muy limpias, el espacio de alojamiento amplio y el baño con muy buena privacidad. Tiene muy cerca a la embajada americana, parques dentro del barrio y una via principal donde se puede conseguir restaurantes hasta altas horas de la noche, aunque la oferta para domicilio dentro del hotel también es muy variada...incluye el desayuno muy completo",Positivos
"Las instalaciones, el desayuno, el parqueadero y la atención, todo fue excelente.",Positivos
La ubicacion el servicio la limpieza y todo el enretenimiento un excelente lugar,Positivos
"Excelente opción, muy céntrica para conocer el centro de la capital.",Positivos
"El lugar es hermoso y extremadamente cómodo. La cama es insuperable, el baño, la iluminación, y el balcón. El desayuno es variado , tipo buffet. Delicioso. El personal muy atento. Un lindo lugar, lo recomiendo ampliamente.",Positivos
"Esta en un buen punto, cerca a una estación de Transmilenio, además el personal siempre fue muy amable",Positivos
"La habitación es muy bonita, muy cómoda, muy amplia. La habitación tiene mini bar con precios super accequibles. El escritorio fue muy útil para nosotros ya que nos proporcionó comodidad para trabajar. El hotel es muy tranquilo y super bonito.",Positivos
La cortesía y amabilidad del personal crean el ambiente perfecto para descansar y sentirse a gusto.,Positivos
"el personal es muy amable, Miguel y Jorge nos colaboraron en todas nuestras dudas y fueron muy lindos con nosotros durante toda la estancia. A la vuelta de la esquina hay un pequeño restaurante de barrio con buenos desayunos, una droguería, varias peluquerías, un restaurante de asados, a 2 cuadras un “hornitos” 24 hrs, un éxito express con cajero Bancolombia. La zona es excelente, nos ahorramos mucho en transporte.",Positivos
"Fui por algo bueno, y resulto siendo excelente. reserve una habitación con terraza. la habitación inicial asignada la percibe ruidosa al instante me contacte con recepción y me cambiaron a una habitación muy muy reservada y tranquila y con una terraza sensacional.realmente el equipo hizo un excelente trabajo.sin duda alguna la relación precio/calidad/ubicacion es fenomenal. de todos lo lugares que me he hospedado en Bogota, sin duda alguna es el mas integral.",Positivos
"El hotel es muy cómodo, es justo lo necesario para hospedarte si vas en plan de diligencias, caminando llegas en 5 minutos a la embajada, y la zona muy tranquila y segura, el personal muy amable.",Positivos
"Las habitaciones son muy lindas, amplias y organizadas, las personas muy amables y la comida increíble.",Positivos
"Buena ubicación, bastantes comercios alrededor, la zona es segura, la habitación compartida fue cómoda y el desayuno delicioso.",Positivos
"Las habitaciones muy cómodas, las camas espectaculares y el brunch del fin de semana es de los mejores de la ciudad",Positivos
"Muy bien ubicado,comida muy buena y deliciosa ,la atención del personal muy amable",Positivos
"La.modernidad del apartamento y los acabados, 
El.sector y su ubicación son muy buenas",Positivos
"Excelente servicio, siempre con muy buena atención, Jorge quien fue la persona que nos recibió estuvo atentó y nos brindó muy buen servicio. Todo muy cómodo.",Positivos
El díseño de los espacios y la tranquilidad que se vive al interior del hotel.,Positivos
"Me sentí en casa, el sitio es muy tranquilo y disfruté de mi estancia durante la estadía en el hostal. Sin duda alguna volvería. La atención de Alejandra fue fenomenal!",Positivos
"Las instalaciones eran muy limpias acogedoras y agradables, había un olor exquisito en todo el lugar.",Positivos
"La mabilidad del personal al atenderme, la habitación fue acogedor y bien para mi estadía.",Positivos
"Todo, absolutamente confortable, la atencion del personal fabulosa, el desayuno espectacular variedad y sabores buenisimos.",Positivos
"its a beauty place, very clean , quiet and nearby to restaurants",Positivos
"Esta cerca a lugares turisticos de la ciudad, muy tranquilo el barrio.",Positivos
"Todo súper lindo y limpio, el desayuno tipo buffet delicioso y el restaurante es hermoso 😍",Positivos
"todo, en relación precio cuarto es el mejor cerca del aeropuerto por lejos",Positivos
"Me gusto la calidad humana de la persona, recuerdo que ese día estaba con mucho frío y me prestaron un abanico que da calorcito.",Positivos
"Expectaular el hotel muy lindo, la atención expectaular ,muy amable y gentiles los empleados",Positivos
"La atención estuvo 20 de 10. Personal diligente, atentos y super amables. 
Las instalaciones limpias y organizadas. 
Sin duda volvería a quedarme en este lugar.",Positivos
"Me gustó la ubicación, el personal fue muy atento, el desayuno delicioso. Las instalaciones también son lindas.",Positivos
El precio es excelente y más para las personas que vamos un sólo día o se urgencia a la capital. Tiene muchas cosas cerca. Los chicos recepcionistas son muy amables y divertidos. El dueño es muy amable y el hostal se siente bastante como un hogar.,Positivos
"el desayuno excelente y la terraza es un sitio excelente para trabajar, descansar",Positivos
"Diana en el check in y atención a un requerimiento fue espectacular 
Andrés en el check out estuvo pendiente de como estuvo el hospedaje",Positivos
"Definitivamente la ubicación, estación de Transmilenio muy cerca, museo nacional, zona tranquila, sitios de comida delicisos",Positivos
"La ubicacion, cerca a la embajada, que era el principal motivo del viaje",Positivos
Desayuno muy diverso y delicioso. Su ubicación nos permite movilizarnos con más opciones.,Positivos
"Excelente atención por parte del personal, siempre dispuestos a ayudar",Positivos
"La limpieza del hotel, el estilo o sea los acabados, y sobretodo la ubicación.",Positivos
"El espacio es visualmente muy agradable, además de limpio y acogedor.",Positivos
"Excelente servicio por parte de su personal, impecable el aseo, cerca de todo, cómodas camas y el desayuno delicioso",Positivos
"Me gustó mucho la atención del personal, todas las personas muy amables y serviciales. Bonita instalación interior y buen servicio de transporte aeropuerto-hotel.",Positivos
"La ubicación del hotel, estratégico para visitar sitios en Usaquén.",Positivos
"Limpieza, personal muy atento y amable, la habitación fue bastante comoda.",Positivos
"La organización, limpieza, la Van que brinda transporte aeropuerto-hotel-aeropuerto. Café, aromática en la recepción para salidas temprano. Cerca al aeropuerto.",Positivos
"Es la experiencia de un hotel 5 estrellas, en un ambiente cómodo y tranquilo",Positivos
"excelente ubicacio, buena ducha, buen colchon, calefaccion. desayuno muy bueno recomendado",Positivos
"La atención por parte del personal es lo mejor,en el lobby, restaurante y las camareras. Gracias.",Positivos
"Excelente hotel si vas para el movistar arena o el estadio el campín. No hay que tomar transporte adicional, y caminando a 5 minutos. Nosotros salimos de un concierto tarde en la noche, y en ningún momento nos sentimos inseguros en la zona.
El hotel no tiene restaurante, pero hay una panadería cerca para desayunar.",Positivos
El desayuno muy rico. El servicio a la habitación genera más comodidad. Elnpersonal de recepción joven y amable. El servicio a la habitación adecuado.,Positivos
"Excelente ubicación, pude llegar caminando al lugar donde se desarrollaría mi motivo de viaje, muy tranquilo el sector, desayuno a tiempo y tienen varias opciones para elegir, la vista de mi habitación me hizo sentir confort.",Positivos
